candidate_id,age_group,years_experience,education_level,current_location,willing_to_relocate,preferred_work_model
CAN00466,20-29,3,Bachelor,Other Germany,True,Hybrid
CAN00467,20-29,5,Master,Munich,True,Hybrid
CAN00468,30-39,10,Vocational training,Berlin,False,Hybrid
CAN00469,30-39,3,Vocational training,Munich,True,Hybrid
CAN00470,30-39,12,Bachelor,Other Germany,False,Hybrid
CAN00471,50+,7,Doctorate,Outside Germany,False,Hybrid
CAN00472,40-49,10,Vocational training,Frankfurt,False,No preference
CAN00473,30-39,6,Bachelor,Other Germany,True,Hybrid
CAN00474,20-29,3,Vocational training,Frankfurt,False,Hybrid
CAN00475,20-29,2,Vocational training,Other Germany,False,Remote
CAN00476,30-39,2,Bachelor,Berlin,False,Remote
CAN00477,30-39,12,Vocational training,Munich,True,On-site
CAN00478,40-49,1,Doctorate,Berlin,True,No preference
CAN00479,40-49,6,Vocational training,Frankfurt,False,Hybrid
CAN00480,20-29,6,Vocational training,Other Germany,True,Remote
CAN00481,30-39,5,Master,Cologne,True,Remote
CAN00482,40-49,16,Vocational training,Cologne,False,Remote
CAN00483,20-29,10,Bachelor,Outside Germany,True,No preference
CAN00484,20-29,1,Bachelor,Other Germany,True,On-site
CAN00485,40-49,9,Vocational training,Frankfurt,True,Hybrid
CAN00486,50+,9,Bachelor,Cologne,False,No preference
CAN00487,40-49,10,Bachelor,Frankfurt,True,On-site
CAN00488,20-29,1,Vocational training,Cologne,False,On-site
CAN00489,30-39,17,Master,Outside Germany,False,Hybrid
CAN00490,40-49,3,Master,Outside Germany,True,Hybrid
CAN00491,40-49,4,Vocational training,Munich,False,No preference
CAN00492,30-39,6,Bachelor,Berlin,False,No preference
CAN00493,30-39,1,Vocational training,Frankfurt,False,No preference
CAN00494,40-49,2,Vocational training,Cologne,False,Hybrid
CAN00495,30-39,15,Vocational training,Outside Germany,True,Remote
CAN00496,20-29,4,Bachelor,Frankfurt,False,Remote
CAN00497,30-39,7,Bachelor,Frankfurt,False,Remote
CAN00498,30-39,12,Bachelor,Other Germany,True,Hybrid
CAN00499,30-39,3,Vocational training,Cologne,False,Remote
CAN00500,30-39,3,Bachelor,Frankfurt,True,Hybrid
CAN00501,50+,16,Vocational training,Frankfurt,True,On-site
CAN00502,30-39,7,Master,Frankfurt,True,Remote
CAN00503,30-39,14,Master,Hamburg,False,Remote
CAN00504,30-39,4,Bachelor,Hamburg,True,No preference
CAN00505,40-49,6,Bachelor,Hamburg,True,Remote
CAN00506,30-39,11,Bachelor,Frankfurt,False,Hybrid
CAN00507,20-29,3,Bachelor,Frankfurt,False,No preference
CAN00508,30-39,0,Bachelor,Berlin,True,On-site
CAN00509,30-39,2,Bachelor,Berlin,False,No preference
CAN00510,30-39,11,Master,Hamburg,False,Hybrid
CAN00511,30-39,3,Master,Berlin,True,On-site
CAN00512,40-49,7,Master,Munich,False,On-site
CAN00513,40-49,14,Other,Frankfurt,False,Hybrid
CAN00514,30-39,12,Master,Cologne,True,Hybrid
CAN00515,30-39,6,Bachelor,Hamburg,False,Hybrid
CAN00516,40-49,2,Master,Munich,True,Remote
CAN00517,30-39,10,Vocational training,Munich,False,Hybrid
CAN00518,40-49,6,Bachelor,Munich,False,On-site
CAN00519,30-39,1,Master,Other Germany,True,On-site
CAN00520,20-29,2,Bachelor,Frankfurt,False,On-site
CAN00521,40-49,12,Vocational training,Munich,False,No preference
CAN00522,30-39,5,Bachelor,Munich,False,Hybrid
CAN00523,30-39,9,Vocational training,Hamburg,False,Remote
CAN00524,20-29,1,Bachelor,Cologne,True,Hybrid
CAN00525,30-39,6,Vocational training,Cologne,True,Remote
CAN00526,20-29,2,Bachelor,Munich,False,Hybrid
CAN00527,30-39,9,Master,Berlin,False,No preference
CAN00528,30-39,6,Bachelor,Munich,False,Hybrid
CAN00529,30-39,12,Bachelor,Berlin,True,On-site
CAN00530,40-49,8,Bachelor,Hamburg,False,Hybrid
CAN00531,40-49,6,Vocational training,Hamburg,False,Hybrid
CAN00532,40-49,21,Vocational training,Other Germany,True,Hybrid
CAN00533,30-39,9,Bachelor,Frankfurt,False,Hybrid
CAN00534,40-49,2,Master,Cologne,True,No preference
CAN00535,40-49,4,Bachelor,Hamburg,False,Hybrid
CAN00536,20-29,3,Bachelor,Hamburg,True,Hybrid
CAN00537,20-29,2,Master,Berlin,False,No preference
CAN00538,20-29,7,Vocational training,Other Germany,False,Hybrid
CAN00539,40-49,7,Bachelor,Cologne,False,Remote
CAN00540,40-49,10,Bachelor,Other Germany,False,Remote
CAN00541,40-49,16,Vocational training,Frankfurt,False,Remote
CAN00542,30-39,11,Master,Other Germany,False,Hybrid
CAN00543,40-49,8,Master,Cologne,False,Hybrid
CAN00544,40-49,10,Bachelor,Hamburg,True,Remote
CAN00545,40-49,7,Master,Frankfurt,False,Hybrid
CAN00546,20-29,3,Bachelor,Other Germany,False,Hybrid
CAN00547,40-49,23,Bachelor,Berlin,False,Hybrid
CAN00548,20-29,1,Master,Other Germany,True,On-site
CAN00549,30-39,6,Bachelor,Cologne,True,Remote
CAN00550,30-39,5,Bachelor,Frankfurt,True,Hybrid
CAN00551,30-39,6,Vocational training,Munich,False,Remote
CAN00552,50+,10,Vocational training,Other Germany,False,Hybrid
CAN00553,30-39,4,Bachelor,Other Germany,False,No preference
CAN00554,40-49,2,Master,Frankfurt,False,Hybrid
CAN00555,40-49,4,Bachelor,Frankfurt,False,Hybrid
CAN00556,20-29,2,Vocational training,Berlin,True,Remote
CAN00557,30-39,6,Vocational training,Cologne,False,Hybrid
CAN00558,30-39,2,Master,Munich,True,Remote
CAN00559,20-29,2,Master,Munich,False,On-site
CAN00560,50+,18,Vocational training,Other Germany,False,Hybrid
CAN00561,30-39,7,Vocational training,Frankfurt,True,Hybrid
CAN00562,30-39,3,Vocational training,Frankfurt,False,No preference
CAN00563,40-49,6,Master,Frankfurt,True,Hybrid
CAN00564,20-29,3,Vocational training,Other Germany,False,Hybrid
CAN00565,30-39,1,Bachelor,Frankfurt,False,Hybrid
CAN00566,40-49,9,Vocational training,Other Germany,False,Hybrid
CAN00567,30-39,2,Master,Berlin,False,Hybrid
CAN00568,40-49,3,Other,Frankfurt,True,No preference
CAN00569,40-49,7,Doctorate,Other Germany,False,Hybrid
CAN00570,30-39,9,Master,Other Germany,False,Hybrid
CAN00571,40-49,5,Master,Outside Germany,False,No preference
CAN00572,30-39,11,Master,Hamburg,True,Hybrid
CAN00573,30-39,2,Vocational training,Munich,False,No preference
CAN00574,30-39,5,Vocational training,Other Germany,True,Hybrid
CAN00575,30-39,19,Bachelor,Other Germany,False,On-site
CAN00576,40-49,1,Vocational training,Other Germany,False,No preference
CAN00577,30-39,10,Bachelor,Frankfurt,False,Remote
CAN00578,20-29,3,Bachelor,Cologne,True,Hybrid
CAN00579,40-49,6,Vocational training,Cologne,True,Hybrid
CAN00580,20-29,7,Bachelor,Other Germany,False,Remote
CAN00581,30-39,2,Master,Outside Germany,False,Remote
CAN00582,30-39,12,Master,Frankfurt,True,No preference
CAN00583,30-39,4,Master,Munich,False,Remote
CAN00584,20-29,4,Doctorate,Outside Germany,False,Remote
CAN00585,50+,7,Master,Outside Germany,True,Hybrid
CAN00586,40-49,2,Master,Hamburg,True,Hybrid
CAN00587,40-49,3,Bachelor,Munich,False,Hybrid
CAN00588,40-49,5,Vocational training,Frankfurt,True,On-site
CAN00589,40-49,4,Vocational training,Hamburg,True,No preference
CAN00590,20-29,1,Vocational training,Berlin,False,Hybrid
CAN00591,20-29,0,Master,Frankfurt,False,Hybrid
CAN00592,40-49,8,Other,Frankfurt,False,On-site
CAN00593,30-39,5,Master,Hamburg,False,Hybrid
CAN00594,20-29,1,Vocational training,Other Germany,False,No preference
CAN00595,40-49,9,Vocational training,Berlin,False,No preference
CAN00596,40-49,7,Vocational training,Frankfurt,False,On-site
CAN00597,30-39,1,Master,Berlin,True,Hybrid
CAN00598,50+,12,Bachelor,Hamburg,True,Remote
CAN00599,20-29,4,Master,Berlin,False,Hybrid
CAN00600,20-29,2,Vocational training,Hamburg,False,Hybrid
CAN00601,50+,21,Bachelor,Frankfurt,False,On-site
CAN00602,30-39,3,Vocational training,Outside Germany,True,Hybrid
CAN00603,40-49,4,Bachelor,Cologne,False,Hybrid
CAN00604,20-29,2,Vocational training,Berlin,True,Hybrid
CAN00605,20-29,2,Bachelor,Munich,False,Remote
CAN00606,40-49,9,Bachelor,Other Germany,False,No preference
CAN00607,30-39,11,Bachelor,Other Germany,False,Remote
CAN00608,30-39,6,Master,Hamburg,True,No preference
CAN00609,40-49,8,Bachelor,Outside Germany,False,Hybrid
CAN00610,30-39,6,Bachelor,Other Germany,False,No preference
CAN00611,40-49,14,Master,Frankfurt,False,Hybrid
CAN00612,30-39,5,Vocational training,Berlin,False,Hybrid
CAN00613,40-49,12,Master,Berlin,False,Hybrid
CAN00614,20-29,2,Vocational training,Hamburg,False,On-site
CAN00615,40-49,3,Bachelor,Munich,False,On-site
CAN00616,40-49,9,Master,Frankfurt,False,Remote
CAN00617,30-39,13,Vocational training,Frankfurt,True,Hybrid
CAN00618,50+,17,Vocational training,Other Germany,False,Remote
CAN00619,30-39,1,Bachelor,Other Germany,False,On-site
CAN00620,50+,25,Doctorate,Hamburg,True,Hybrid
CAN00621,30-39,9,Vocational training,Frankfurt,False,On-site
CAN00622,30-39,10,Bachelor,Other Germany,True,Hybrid
CAN00623,30-39,4,Other,Hamburg,True,Hybrid
CAN00624,30-39,2,Bachelor,Other Germany,False,No preference
CAN00625,40-49,13,Master,Cologne,False,Hybrid
CAN00626,30-39,3,Master,Frankfurt,False,Remote
CAN00627,30-39,0,Vocational training,Berlin,False,On-site
CAN00628,20-29,1,Bachelor,Other Germany,False,Hybrid
CAN00629,30-39,3,Vocational training,Outside Germany,False,On-site
CAN00630,20-29,3,Master,Other Germany,False,Hybrid
CAN00631,30-39,5,Master,,False,Hybrid
CAN00632,30-39,3,Master,Other Germany,False,Hybrid
CAN00633,30-39,4,Vocational training,,False,Remote
CAN00634,20-29,5,Bachelor,Outside Germany,True,Hybrid
CAN00635,30-39,0,Other,Other Germany,True,Hybrid
CAN00636,40-49,4,Vocational training,Other Germany,True,No preference
CAN00637,20-29,6,Bachelor,Other Germany,False,Remote
CAN00638,30-39,9,Bachelor,Berlin,False,Hybrid
CAN00639,50+,25,Master,Berlin,True,Hybrid
CAN00640,40-49,5,Vocational training,Frankfurt,True,Remote
CAN00641,20-29,3,Vocational training,Hamburg,True,No preference
CAN00642,50+,9,Bachelor,Other Germany,False,No preference
CAN00643,40-49,5,Bachelor,Munich,False,Hybrid
CAN00644,20-29,0,Bachelor,Cologne,False,Hybrid
CAN00645,40-49,9,Bachelor,Hamburg,True,On-site
CAN00646,50+,13,Master,Cologne,True,On-site
CAN00647,40-49,12,Bachelor,Other Germany,False,Remote
CAN00648,30-39,5,Doctorate,Other Germany,True,Hybrid
CAN00649,30-39,13,Bachelor,Hamburg,True,Hybrid
CAN00650,30-39,3,Vocational training,Other Germany,True,Hybrid
CAN00651,30-39,2,Vocational training,Hamburg,False,On-site
CAN00652,30-39,12,Bachelor,Other Germany,True,On-site
CAN00653,40-49,11,Master,Frankfurt,True,No preference
CAN00654,40-49,2,Bachelor,Other Germany,False,Hybrid
CAN00655,50+,9,Master,Berlin,True,Hybrid
CAN00656,40-49,9,Bachelor,Other Germany,False,No preference
CAN00657,30-39,4,Vocational training,Other Germany,False,Hybrid
CAN00658,30-39,3,Vocational training,Berlin,False,On-site
CAN00659,40-49,0,Vocational training,Hamburg,False,No preference
CAN00660,40-49,4,Bachelor,Hamburg,False,Remote
CAN00661,20-29,9,Bachelor,Other Germany,True,Hybrid
CAN00662,20-29,0,Vocational training,Other Germany,True,No preference
CAN00663,30-39,5,Vocational training,Berlin,True,Hybrid
CAN00664,40-49,7,Vocational training,Other Germany,False,On-site
CAN00665,30-39,6,Vocational training,Frankfurt,False,On-site
CAN00666,20-29,5,Vocational training,Cologne,False,Remote
CAN00667,30-39,3,Other,Berlin,True,Hybrid
CAN00668,40-49,10,Bachelor,Other Germany,True,No preference
CAN00669,20-29,5,Vocational training,Berlin,False,Hybrid
CAN00670,40-49,7,Vocational training,Frankfurt,True,Remote
CAN00671,40-49,3,Master,Hamburg,True,Remote
CAN00672,30-39,4,Doctorate,Other Germany,False,Remote
CAN00673,30-39,1,Master,Frankfurt,False,Remote
CAN00674,50+,12,Vocational training,Munich,True,Hybrid
CAN00675,40-49,4,Vocational training,Munich,True,Hybrid
CAN00676,50+,6,Bachelor,Other Germany,False,On-site
CAN00677,40-49,3,Other,Outside Germany,True,Remote
CAN00678,50+,10,Bachelor,Hamburg,False,Hybrid
CAN00679,30-39,10,Bachelor,Berlin,True,Remote
CAN00680,30-39,4,Master,Munich,True,Remote
CAN00681,30-39,7,Bachelor,Munich,True,Hybrid
CAN00682,20-29,4,Bachelor,Berlin,False,Hybrid
CAN00683,30-39,6,Vocational training,Frankfurt,False,No preference
CAN00684,30-39,9,Vocational training,Hamburg,True,Hybrid
CAN00685,40-49,25,Vocational training,Other Germany,False,Remote
CAN00686,20-29,3,Master,Berlin,False,Hybrid
CAN00687,40-49,4,Bachelor,Other Germany,True,Remote
CAN00688,40-49,8,Bachelor,Berlin,False,Hybrid
CAN00689,30-39,1,Vocational training,Cologne,True,Remote
CAN00690,30-39,6,Vocational training,Other Germany,False,Hybrid
CAN00691,30-39,3,Vocational training,Munich,False,No preference
CAN00692,40-49,10,Vocational training,Other Germany,True,Remote
CAN00693,40-49,5,Bachelor,Frankfurt,False,Hybrid
CAN00694,40-49,6,Doctorate,Hamburg,True,On-site
CAN00695,30-39,3,Vocational training,Other Germany,False,Hybrid
CAN00696,40-49,11,Vocational training,Hamburg,False,No preference
CAN00697,20-29,8,Bachelor,Frankfurt,False,Hybrid
CAN00698,40-49,6,Bachelor,Berlin,False,Hybrid
CAN00699,40-49,17,Master,Cologne,False,Remote
CAN00700,40-49,5,Bachelor,Munich,True,Hybrid
CAN00701,40-49,6,Bachelor,Outside Germany,True,Remote
CAN00702,50+,14,Doctorate,Munich,True,Remote
CAN00703,20-29,3,Vocational training,Hamburg,False,Remote
CAN00704,40-49,5,Master,Munich,True,Hybrid
CAN00705,30-39,7,Bachelor,Berlin,True,No preference
CAN00706,50+,6,Master,Cologne,False,Hybrid
CAN00707,20-29,2,Master,Cologne,False,Hybrid
CAN00708,20-29,2,Other,Hamburg,False,No preference
CAN00709,40-49,17,Vocational training,Other Germany,True,No preference
CAN00710,40-49,6,Vocational training,Berlin,False,Hybrid
CAN00711,40-49,7,Master,Berlin,True,On-site
CAN00712,30-39,2,Bachelor,Other Germany,True,Remote
CAN00713,30-39,10,Master,Frankfurt,True,Hybrid
CAN00714,30-39,8,Vocational training,Berlin,False,Hybrid
CAN00715,40-49,4,Bachelor,Berlin,True,On-site
CAN00716,30-39,10,Master,Munich,True,Hybrid
CAN00717,30-39,3,Bachelor,Other Germany,False,Hybrid
CAN00718,50+,16,Bachelor,Munich,False,Hybrid
CAN00719,30-39,2,Vocational training,Munich,True,No preference
CAN00720,30-39,5,Master,Hamburg,False,Hybrid
CAN00721,40-49,4,Master,Cologne,True,Hybrid
CAN00722,40-49,4,Other,Other Germany,True,Hybrid
CAN00723,40-49,2,Master,Other Germany,False,Remote
CAN00724,20-29,2,Vocational training,Cologne,False,Remote
CAN00725,30-39,3,Vocational training,Frankfurt,False,No preference
CAN00726,40-49,1,Bachelor,Cologne,True,Remote
CAN00727,30-39,4,Bachelor,Other Germany,False,Hybrid
CAN00728,30-39,8,Bachelor,Other Germany,True,No preference
CAN00729,20-29,3,Bachelor,Munich,False,Hybrid
CAN00730,30-39,2,Other,Cologne,True,Hybrid
CAN00731,40-49,10,Vocational training,Outside Germany,True,Hybrid
CAN00732,20-29,3,Vocational training,Berlin,False,Remote
CAN00733,40-49,7,Bachelor,Other Germany,True,On-site
CAN00734,30-39,3,Vocational training,Other Germany,True,Remote
CAN00735,30-39,4,Vocational training,Frankfurt,False,Hybrid
CAN00736,40-49,13,Bachelor,Berlin,False,Hybrid
CAN00737,40-49,2,Master,Other Germany,True,Hybrid
CAN00738,30-39,1,Vocational training,Berlin,True,Remote
CAN00739,30-39,5,Vocational training,Hamburg,True,On-site
CAN00740,50+,14,Bachelor,Cologne,False,Hybrid
CAN00741,30-39,3,Master,Other Germany,True,No preference
CAN00742,30-39,5,Vocational training,Berlin,False,Remote
CAN00743,30-39,6,Bachelor,Munich,True,On-site
CAN00744,40-49,4,Master,Frankfurt,True,On-site
CAN00745,40-49,4,Master,Hamburg,True,Hybrid
CAN00746,30-39,1,Vocational training,Frankfurt,False,On-site
CAN00747,30-39,6,Bachelor,Berlin,False,Hybrid
CAN00748,30-39,3,Doctorate,Berlin,True,Hybrid
CAN00749,50+,12,Vocational training,Hamburg,False,Remote
CAN00750,20-29,1,Vocational training,Other Germany,True,No preference
CAN00751,30-39,5,Master,,False,Hybrid
CAN00752,50+,6,Bachelor,Berlin,False,Hybrid
CAN00753,30-39,7,Bachelor,Cologne,True,Hybrid
CAN00754,30-39,9,Vocational training,Hamburg,False,Remote
CAN00755,40-49,10,Master,Cologne,False,On-site
CAN00756,30-39,2,Vocational training,Other Germany,True,No preference
CAN00757,40-49,12,Vocational training,Other Germany,False,Hybrid
CAN00758,30-39,9,Vocational training,Other Germany,True,Remote
CAN00759,50+,20,Vocational training,Other Germany,False,No preference
CAN00760,30-39,12,Doctorate,Cologne,True,On-site
CAN00761,50+,8,Vocational training,Other Germany,False,On-site
CAN00762,20-29,8,Vocational training,Cologne,False,Hybrid
CAN00763,20-29,2,Vocational training,Munich,False,Remote
CAN00764,20-29,1,Vocational training,Munich,False,Hybrid
CAN00765,20-29,5,Vocational training,Frankfurt,True,Remote
CAN00766,20-29,1,Bachelor,Other Germany,False,On-site
CAN00767,40-49,19,Bachelor,Berlin,False,Hybrid
CAN00768,40-49,4,Vocational training,Other Germany,False,No preference
CAN00769,40-49,5,Bachelor,Outside Germany,False,Remote
CAN00770,30-39,2,Master,Berlin,False,Remote
CAN00771,40-49,14,Vocational training,Other Germany,False,Hybrid
CAN00772,40-49,3,Master,Munich,False,On-site
CAN00773,40-49,4,Bachelor,Outside Germany,False,On-site
CAN00774,30-39,5,Vocational training,Munich,False,Hybrid
CAN00775,20-29,2,Bachelor,Other Germany,True,Hybrid
CAN00776,20-29,4,Bachelor,Outside Germany,False,Remote
CAN00777,20-29,1,Bachelor,Other Germany,False,Hybrid
CAN00778,20-29,3,Bachelor,Other Germany,True,Hybrid
CAN00779,40-49,4,Vocational training,Other Germany,False,No preference
CAN00780,20-29,3,Master,Other Germany,False,Hybrid
CAN00781,30-39,14,Master,Hamburg,True,Remote
CAN00782,50+,12,Master,Munich,False,Remote
CAN00783,30-39,7,Vocational training,Cologne,True,Hybrid
CAN00784,40-49,15,Master,Other Germany,True,Remote
CAN00785,30-39,6,Vocational training,Other Germany,False,Hybrid
CAN00786,40-49,2,Master,Other Germany,True,Remote
CAN00787,40-49,4,Bachelor,Other Germany,False,Hybrid
CAN00788,20-29,2,Bachelor,Other Germany,True,No preference
CAN00789,20-29,6,Vocational training,Other Germany,False,Remote
CAN00790,40-49,6,Bachelor,Other Germany,True,Hybrid
CAN00791,20-29,1,Bachelor,Frankfurt,False,No preference
CAN00792,40-49,10,Vocational training,Other Germany,True,Hybrid
CAN00793,30-39,3,Bachelor,Cologne,True,Hybrid
CAN00794,20-29,1,Bachelor,Hamburg,False,Hybrid
CAN00795,20-29,2,Vocational training,Munich,False,Hybrid
CAN00796,30-39,5,Bachelor,Cologne,True,Hybrid
CAN00797,40-49,4,Bachelor,Frankfurt,False,Hybrid
CAN00798,20-29,2,Bachelor,Munich,True,On-site
CAN00799,20-29,0,Other,Other Germany,False,Remote
CAN00800,20-29,9,Bachelor,Berlin,False,Remote
CAN00801,30-39,1,Vocational training,Other Germany,True,No preference
CAN00802,40-49,2,Vocational training,Other Germany,False,No preference
CAN00803,30-39,5,Bachelor,Other Germany,False,On-site
CAN00804,20-29,3,Bachelor,Frankfurt,False,On-site
CAN00805,50+,8,Bachelor,Berlin,False,On-site
CAN00806,40-49,7,Vocational training,Hamburg,True,Hybrid
CAN00807,40-49,3,Master,Other Germany,True,Hybrid
CAN00808,20-29,2,Other,Cologne,True,No preference
CAN00809,30-39,2,Bachelor,Cologne,True,Remote
CAN00810,40-49,10,Vocational training,Munich,True,No preference
CAN00811,40-49,11,Other,Other Germany,False,Remote
CAN00812,30-39,1,Bachelor,Frankfurt,False,No preference
CAN00813,20-29,3,Other,Hamburg,False,On-site
CAN00814,40-49,10,Vocational training,Berlin,True,Hybrid
CAN00815,30-39,8,Vocational training,Other Germany,True,On-site
CAN00816,30-39,2,Master,Other Germany,False,Remote
CAN00817,30-39,13,Master,Other Germany,True,On-site
CAN00818,20-29,9,Master,Berlin,False,Remote
CAN00819,50+,20,Doctorate,Cologne,False,Hybrid
CAN00820,20-29,6,Bachelor,Other Germany,True,Remote
CAN00821,30-39,3,Vocational training,Frankfurt,False,Hybrid
CAN00822,30-39,9,Master,Hamburg,True,Hybrid
CAN00823,30-39,12,Other,Other Germany,False,Hybrid
CAN00824,40-49,9,Bachelor,Berlin,False,Remote
CAN00825,30-39,7,Vocational training,Berlin,False,Remote
CAN00826,30-39,10,Vocational training,Other Germany,True,Remote
CAN00827,30-39,11,Bachelor,Other Germany,True,On-site
CAN00828,50+,16,Vocational training,Munich,False,Hybrid
CAN00829,40-49,3,Vocational training,Berlin,True,Hybrid
CAN00830,40-49,5,Vocational training,Other Germany,False,On-site
CAN00831,30-39,4,Bachelor,Other Germany,False,Remote
CAN00832,40-49,7,Bachelor,Outside Germany,True,Hybrid
CAN00833,50+,11,Bachelor,Frankfurt,True,No preference
CAN00834,40-49,14,Bachelor,Frankfurt,False,Hybrid
CAN00835,50+,10,Bachelor,Cologne,True,Hybrid
CAN00836,20-29,1,Bachelor,Outside Germany,True,Hybrid
CAN00837,40-49,0,Vocational training,Frankfurt,False,On-site
CAN00838,30-39,10,Bachelor,Berlin,False,No preference
CAN00839,40-49,8,Vocational training,Other Germany,False,On-site
CAN00840,20-29,4,Bachelor,Hamburg,False,Remote
CAN00841,40-49,14,Vocational training,Munich,True,Hybrid
CAN00842,50+,21,Bachelor,Munich,False,Remote
CAN00843,30-39,9,Bachelor,Outside Germany,False,No preference
CAN00844,30-39,10,Master,Hamburg,False,Remote
