interview_id,application_id,interview_round,scheduled_date,completed_date,interview_format,interviewer_role,score,recommendation,no_show
INT000293,APP001124,1,2026-01-16,2026-01-16,Video,Hiring Manager,3.8,Proceed,False
INT000294,APP001131,1,2025-05-26,2025-05-26,Video,Hiring Manager,2.7,Reject,False
INT000295,APP001140,1,2025-03-22,2025-03-22,Video,Hiring Manager,2.8,Hold,False
INT000296,APP001143,1,2025-09-11,2025-09-11,Phone,Hiring Manager,2.6,Reject,False
INT000297,APP001146,1,2024-12-01,2024-12-01,On-site,Hiring Manager,5.0,Proceed,False
INT000298,APP001154,1,2025-07-12,2025-07-12,On-site,Hiring Manager,4.2,Proceed,False
INT000299,APP001159,1,2024-04-02,2024-04-02,Video,Hiring Manager,4.8,Proceed,False
INT000300,APP001160,1,2024-09-24,2024-09-24,Video,Hiring Manager,3.9,Proceed,False
INT000301,APP001166,1,2025-08-04,2025-08-04,Video,Hiring Manager,1.5,Reject,False
INT000302,APP001167,1,2024-03-18,2024-03-18,On-site,Hiring Manager,2.6,Reject,False
INT000303,APP001168,1,2025-10-08,2025-10-08,On-site,Hiring Manager,3.0,Hold,False
INT000304,APP001173,1,2025-09-01,2025-09-01,Video,Hiring Manager,3.5,Proceed,False
INT000305,APP001174,1,2025-03-05,2025-03-05,On-site,Hiring Manager,4.0,Proceed,False
INT000306,APP001179,1,2025-09-16,2025-09-16,Video,Hiring Manager,3.6,Proceed,False
INT000307,APP001180,1,2025-10-13,2025-10-13,On-site,Hiring Manager,3.2,Hold,False
INT000308,APP001182,1,2024-02-20,2024-02-20,Phone,Hiring Manager,4.1,Proceed,False
INT000309,APP001189,1,2024-07-09,2024-07-09,Video,Hiring Manager,3.9,Proceed,False
INT000310,APP001189,2,2024-07-18,2024-07-18,On-site,Panel,,Proceed,False
INT000311,APP001191,1,2024-11-21,2024-11-21,On-site,Hiring Manager,3.5,Proceed,False
INT000312,APP001197,1,2025-07-26,2025-07-26,On-site,Hiring Manager,2.7,Reject,False
INT000313,APP001202,1,2024-11-15,2024-11-15,On-site,Hiring Manager,3.3,Hold,False
INT000314,APP001202,2,2024-11-23,2024-11-23,Video,Panel,3.5,Proceed,False
INT000315,APP001204,1,2024-07-10,2024-07-10,Video,Hiring Manager,4.8,Proceed,False
INT000316,APP001204,2,2024-07-16,2024-07-16,Video,Panel,4.2,Proceed,False
INT000317,APP001224,1,2024-02-18,2024-02-18,On-site,Hiring Manager,3.8,Proceed,False
INT000318,APP001228,1,2025-08-31,2025-08-31,On-site,Hiring Manager,2.7,Reject,False
INT000319,APP001237,1,2024-12-21,2024-12-21,Video,Hiring Manager,3.2,Hold,False
INT000320,APP001242,1,2025-02-19,2025-02-19,Video,Hiring Manager,1.9,Reject,False
INT000321,APP001245,1,2025-10-30,2025-10-30,On-site,Hiring Manager,4.5,Proceed,False
INT000322,APP001250,1,2024-02-24,2024-02-24,Video,Hiring Manager,3.9,Proceed,False
INT000323,APP001256,1,2024-03-22,2024-03-22,Video,Hiring Manager,3.6,Proceed,False
INT000324,APP001259,1,2024-09-25,2024-09-25,Video,Hiring Manager,3.4,Proceed,False
INT000325,APP001259,2,2024-10-05,2024-10-05,Video,Panel,4.0,Proceed,False
INT000326,APP001266,1,2024-12-12,2024-12-12,Video,Hiring Manager,3.9,Proceed,False
INT000327,APP001267,1,2025-06-13,2025-06-13,On-site,Hiring Manager,3.7,Proceed,False
INT000328,APP001269,1,2024-10-27,2024-10-27,On-site,Hiring Manager,4.2,Proceed,False
INT000329,APP001270,1,2024-05-28,2024-05-28,On-site,Hiring Manager,2.7,Reject,False
INT000330,APP001272,1,2025-08-28,2025-08-28,Video,Hiring Manager,5.0,Proceed,False
INT000331,APP001273,1,2024-12-09,2024-12-09,Phone,Hiring Manager,4.6,Proceed,False
INT000332,APP001273,2,2024-12-17,2024-12-17,On-site,Panel,5.0,Proceed,False
INT000333,APP001283,1,2025-08-12,2025-08-12,Phone,Hiring Manager,3.2,Hold,False
INT000334,APP001284,1,2024-05-02,2024-05-02,Phone,Hiring Manager,2.1,Reject,False
INT000335,APP001291,1,2024-12-30,2024-12-30,Video,Hiring Manager,4.1,Proceed,False
INT000336,APP001298,1,2024-10-14,2024-10-14,Video,Hiring Manager,4.0,Proceed,False
INT000337,APP001300,1,2025-12-07,2025-12-07,Video,Hiring Manager,3.1,Hold,False
INT000338,APP001302,1,2025-05-09,2025-05-09,Video,Hiring Manager,2.9,Hold,False
INT000339,APP001311,1,2025-10-07,2025-10-07,On-site,Hiring Manager,5.0,Proceed,False
INT000340,APP001318,1,2025-01-01,2025-01-01,Video,Hiring Manager,3.5,Proceed,False
INT000341,APP001319,1,2025-04-14,2025-04-14,Video,Hiring Manager,4.0,Proceed,False
INT000342,APP001326,1,2024-04-21,2024-04-21,On-site,Hiring Manager,3.8,Proceed,False
INT000343,APP001347,1,2025-12-06,2025-12-06,Video,Hiring Manager,5.0,Proceed,False
INT000344,APP001355,1,2025-11-04,2025-11-04,Video,Hiring Manager,3.3,Hold,False
INT000345,APP001358,1,2024-11-14,2024-11-14,Video,Hiring Manager,4.3,Proceed,False
INT000346,APP001372,1,2024-04-20,2024-04-20,Video,Hiring Manager,4.3,Proceed,False
INT000347,APP001372,2,2024-04-26,2024-04-26,On-site,Panel,3.7,Proceed,False
INT000348,APP001373,1,2025-01-21,2025-01-21,Phone,Hiring Manager,4.4,Proceed,False
INT000349,APP001374,1,2025-03-04,2025-03-04,Video,Hiring Manager,4.1,Proceed,False
INT000350,APP001378,1,2024-08-21,2024-08-21,On-site,Hiring Manager,3.3,Hold,False
INT000351,APP001382,1,2025-05-24,2025-05-24,Video,Hiring Manager,4.1,Proceed,False
INT000352,APP001408,1,2024-05-20,2024-05-20,Phone,Hiring Manager,4.8,Proceed,False
INT000353,APP001411,1,2025-05-30,2025-05-30,Video,Hiring Manager,4.1,Proceed,False
INT000354,APP001411,2,2025-06-07,2025-06-07,Video,Panel,4.1,Proceed,False
INT000355,APP001415,1,2025-04-21,2025-04-21,Video,Hiring Manager,3.7,Proceed,False
INT000356,APP001416,1,2025-12-06,2025-12-06,Video,Hiring Manager,2.6,Reject,False
INT000357,APP001417,1,2024-11-23,2024-11-23,On-site,Hiring Manager,2.7,Reject,False
INT000358,APP001420,1,2025-06-27,2025-06-27,Video,Hiring Manager,2.8,Hold,False
INT000359,APP001425,1,2025-10-14,2025-10-14,Phone,Hiring Manager,1.9,Reject,False
INT000360,APP001433,1,2025-03-29,2025-03-29,Video,Hiring Manager,3.0,Hold,False
INT000361,APP001434,1,2025-08-11,2025-08-11,Video,Hiring Manager,5.0,Proceed,False
INT000362,APP001442,1,2025-09-30,2025-09-30,Video,Hiring Manager,4.8,Proceed,False
INT000363,APP001443,1,2024-08-24,2024-08-24,On-site,Hiring Manager,3.9,Proceed,False
INT000364,APP001444,1,2024-10-27,2024-10-27,Video,Hiring Manager,2.2,Reject,False
INT000365,APP001445,1,2024-11-24,2024-11-24,Video,Hiring Manager,3.3,Hold,False
INT000366,APP001447,1,2024-11-02,2024-11-02,On-site,Hiring Manager,3.7,Proceed,False
INT000367,APP001449,1,2024-04-24,2024-04-24,On-site,Hiring Manager,2.4,Reject,False
INT000368,APP001453,1,2024-08-25,2024-08-25,On-site,Hiring Manager,2.5,Reject,False
INT000369,APP001455,1,2024-10-19,2024-10-19,Video,Hiring Manager,3.6,Proceed,False
INT000370,APP001455,2,2024-10-26,2024-10-26,On-site,Panel,4.4,Proceed,False
INT000371,APP001458,1,2024-11-19,2024-11-19,Phone,Hiring Manager,3.4,Proceed,False
INT000372,APP001459,1,2025-06-18,2025-06-18,Video,Hiring Manager,2.8,Hold,False
INT000373,APP001462,1,2024-05-05,2024-05-05,On-site,Hiring Manager,4.6,Proceed,False
INT000374,APP001464,1,2025-01-16,2025-01-16,Phone,Hiring Manager,3.8,Proceed,False
INT000375,APP001468,1,2024-10-05,2024-10-05,Phone,Hiring Manager,2.9,Hold,False
INT000376,APP001469,1,2025-04-17,2025-04-17,On-site,Hiring Manager,3.4,Proceed,False
INT000377,APP001469,2,2025-04-26,2025-04-26,On-site,Panel,3.1,Hold,False
INT000378,APP001471,1,2025-12-20,2025-12-20,Video,Hiring Manager,3.9,Proceed,False
INT000379,APP001471,2,2025-12-25,2025-12-25,On-site,Panel,3.7,Proceed,False
INT000380,APP001476,1,2025-02-08,2025-02-08,Video,Hiring Manager,3.8,Proceed,False
INT000381,APP001491,1,2025-12-19,2025-12-19,Video,Hiring Manager,3.8,Proceed,False
INT000382,APP001492,1,2025-02-06,2025-02-06,On-site,Hiring Manager,2.4,Reject,False
INT000383,APP001493,1,2025-08-23,2025-08-23,Video,Hiring Manager,4.9,Proceed,False
INT000384,APP001499,1,2025-12-14,2025-12-14,Video,Hiring Manager,4.4,Proceed,False
INT000385,APP001504,1,2025-05-21,2025-05-21,Video,Hiring Manager,4.8,Proceed,False
INT000386,APP001511,1,2024-10-24,2024-10-24,Video,Hiring Manager,2.5,Reject,False
INT000387,APP001511,2,2024-11-04,2024-11-04,On-site,Panel,2.7,Hold,False
INT000388,APP001523,1,2025-01-02,2025-01-02,Video,Hiring Manager,2.7,Reject,False
INT000389,APP001535,1,2025-01-19,2025-01-19,Video,Hiring Manager,3.9,Proceed,False
INT000390,APP001536,1,2025-07-19,2025-07-19,Video,Hiring Manager,3.0,Hold,False
INT000391,APP001536,2,2025-07-28,2025-07-28,On-site,Panel,2.4,Hold,False
INT000392,APP001537,1,2025-03-21,2025-03-21,Phone,Hiring Manager,3.2,Hold,False
INT000393,APP001538,1,2025-11-29,2025-11-29,Video,Hiring Manager,2.4,Reject,False
INT000394,APP001540,1,2025-05-27,2025-05-27,On-site,Hiring Manager,4.7,Proceed,False
INT000395,APP001545,1,2025-02-13,2025-02-13,Video,Hiring Manager,2.9,Hold,False
INT000396,APP001547,1,2025-10-04,2025-10-04,On-site,Hiring Manager,,Proceed,False
INT000397,APP001554,1,2025-04-15,2025-04-15,Video,Hiring Manager,3.1,Hold,False
INT000398,APP001554,2,2025-04-24,2025-04-24,On-site,Panel,3.2,Hold,False
INT000399,APP001560,1,2024-04-09,2024-04-09,Video,Hiring Manager,3.7,Proceed,False
INT000400,APP001561,1,2025-09-24,2025-09-24,Phone,Hiring Manager,3.4,Proceed,False
INT000401,APP001563,1,2025-06-02,2025-06-02,Video,Hiring Manager,3.6,Proceed,False
INT000402,APP001565,1,2025-04-16,2025-04-16,Phone,Hiring Manager,3.5,Proceed,False
INT000403,APP001566,1,2024-03-22,2024-03-22,Video,Hiring Manager,3.9,Proceed,False
INT000404,APP001569,1,2024-03-25,2024-03-25,Video,Hiring Manager,3.1,Hold,False
INT000405,APP001571,1,2025-05-24,2025-05-24,Video,Hiring Manager,1.8,Reject,False
INT000406,APP001573,1,2024-09-26,2024-09-26,Video,Hiring Manager,4.5,Proceed,False
INT000407,APP001575,1,2025-02-08,2025-02-08,On-site,Hiring Manager,4.1,Proceed,False
INT000408,APP001575,2,2025-02-12,2025-02-12,On-site,Panel,3.7,Proceed,False
INT000409,APP001576,1,2024-07-22,2024-07-22,Video,Hiring Manager,1.7,Reject,False
INT000410,APP001579,1,2025-11-09,2025-11-09,Video,Hiring Manager,3.8,Proceed,False
INT000411,APP001580,1,2024-10-29,2024-10-29,On-site,Hiring Manager,3.1,Hold,False
INT000412,APP001592,1,2025-02-17,2025-02-17,Phone,Hiring Manager,3.1,Hold,False
INT000413,APP001599,1,2025-03-26,2025-03-26,Video,Hiring Manager,3.0,Hold,False
INT000414,APP001606,1,2024-09-12,2024-09-12,On-site,Hiring Manager,3.1,Hold,False
INT000415,APP001610,1,2025-08-16,2025-08-16,Video,Hiring Manager,2.3,Reject,False
INT000416,APP001616,1,2025-03-26,2025-03-26,Video,Hiring Manager,2.6,Reject,False
INT000417,APP001618,1,2024-10-07,2024-10-07,On-site,Hiring Manager,3.6,Proceed,False
INT000418,APP001621,1,2024-08-09,2024-08-09,Video,Hiring Manager,4.4,Proceed,False
INT000419,APP001623,1,2024-07-26,2024-07-26,Phone,Hiring Manager,3.4,Proceed,False
INT000420,APP001623,2,2024-08-03,2024-08-03,Video,Panel,3.4,Proceed,False
INT000421,APP001624,1,2025-03-07,2025-03-07,Phone,Hiring Manager,4.8,Proceed,False
INT000422,APP001639,1,2025-04-14,2025-04-14,Video,Hiring Manager,5.0,Proceed,False
INT000423,APP001643,1,2025-04-07,2025-04-07,On-site,Hiring Manager,3.9,Proceed,False
INT000424,APP001655,1,2024-07-30,2024-07-30,On-site,Hiring Manager,4.5,Proceed,False
INT000425,APP001658,1,2024-12-11,2024-12-11,Video,Hiring Manager,3.2,Hold,False
INT000426,APP001659,1,2025-10-07,2025-10-07,Phone,Hiring Manager,2.6,Reject,False
INT000427,APP001660,1,2024-07-20,2024-07-20,Video,Hiring Manager,2.8,Hold,False
INT000428,APP001660,2,2024-07-29,2024-07-29,Video,Panel,2.9,Hold,False
INT000429,APP001661,1,2025-09-04,2025-09-04,Phone,Hiring Manager,3.2,Hold,False
INT000430,APP001668,1,2025-01-09,2025-01-09,Video,Hiring Manager,3.4,Proceed,False
INT000431,APP001672,1,2025-11-24,2025-11-24,On-site,Hiring Manager,3.3,Hold,False
INT000432,APP001674,1,2025-02-15,2025-02-15,Video,Hiring Manager,2.6,Reject,False
INT000433,APP001689,1,2024-04-15,2024-04-15,Video,Hiring Manager,3.3,Hold,False
INT000434,APP001690,1,2024-05-14,2024-05-14,On-site,Hiring Manager,3.6,Proceed,False
INT000435,APP001693,1,2024-10-29,2024-10-29,Video,Hiring Manager,3.6,Proceed,False
INT000436,APP001694,1,2024-12-09,2024-12-09,Video,Hiring Manager,4.9,Proceed,False
INT000437,APP001705,1,2025-06-02,2025-06-02,Video,Hiring Manager,1.8,Reject,False
INT000438,APP001708,1,2024-11-06,2024-11-06,Video,Hiring Manager,4.2,Proceed,False
INT000439,APP001711,1,2025-09-17,2025-09-17,Video,Hiring Manager,4.3,Proceed,False
INT000440,APP001712,1,2025-07-09,2025-07-09,On-site,Hiring Manager,3.4,Proceed,False
INT000441,APP001714,1,2025-06-01,2025-06-01,Video,Hiring Manager,3.7,Proceed,False
INT000442,APP001717,1,2025-04-05,2025-04-05,Phone,Hiring Manager,3.3,Hold,False
INT000443,APP001719,1,2025-10-18,2025-10-18,On-site,Hiring Manager,1.6,Reject,False
INT000444,APP001720,1,2025-12-08,2025-12-08,Video,Hiring Manager,3.4,Proceed,False
INT000445,APP001721,1,2024-04-13,2024-04-13,Video,Hiring Manager,4.4,Proceed,False
INT000446,APP001723,1,2025-04-26,2025-04-26,On-site,Hiring Manager,2.5,Reject,False
INT000447,APP001723,2,2025-05-04,2025-05-04,On-site,Panel,3.5,Proceed,False
INT000448,APP001727,1,2025-08-05,2025-08-05,Video,Hiring Manager,1.6,Reject,False
INT000449,APP001745,1,2025-06-26,2025-06-26,Phone,Hiring Manager,3.1,Hold,False
INT000450,APP001745,2,2025-07-04,2025-07-04,Video,Panel,3.1,Hold,False
INT000451,APP001747,1,2025-12-29,2025-12-29,Video,Hiring Manager,2.1,Reject,False
INT000452,APP001757,1,2024-08-06,2024-08-06,Video,Hiring Manager,3.4,Proceed,False
INT000453,APP001758,1,2025-08-31,2025-08-31,Video,Hiring Manager,4.2,Proceed,False
INT000454,APP001761,1,2025-01-04,2025-01-04,On-site,Hiring Manager,3.9,Proceed,False
INT000455,APP001774,1,2025-11-08,2025-11-08,Phone,Hiring Manager,3.1,Hold,False
INT000456,APP001774,2,2025-11-18,2025-11-18,On-site,Panel,3.5,Proceed,False
INT000457,APP001778,1,2025-11-16,2025-11-16,Video,Hiring Manager,3.7,Proceed,False
INT000458,APP001780,1,2024-05-29,2024-05-29,On-site,Hiring Manager,4.0,Proceed,False
INT000459,APP001784,1,2025-02-22,2025-02-22,Video,Hiring Manager,4.8,Proceed,False
INT000460,APP001785,1,2024-02-27,2024-02-27,Phone,Hiring Manager,3.9,Proceed,False
INT000461,APP001793,1,2025-01-02,2025-01-02,On-site,Hiring Manager,2.5,Reject,False
INT000462,APP001800,1,2024-12-26,2024-12-26,On-site,Hiring Manager,3.3,Hold,False
INT000463,APP001801,1,2025-11-21,2025-11-21,Video,Hiring Manager,3.3,Hold,False
INT000464,APP001802,1,2024-11-11,2024-11-11,Video,Hiring Manager,3.5,Proceed,False
INT000465,APP001806,1,2024-03-14,2024-03-14,Video,Hiring Manager,3.3,Hold,False
INT000466,APP001808,1,2025-08-14,2025-08-14,On-site,Hiring Manager,2.0,Reject,False
INT000467,APP001812,1,2025-06-04,2025-06-04,Phone,Hiring Manager,2.5,Reject,False
INT000468,APP001817,1,2025-09-28,2025-09-28,On-site,Hiring Manager,3.5,Proceed,False
INT000469,APP001819,1,2024-08-11,2024-08-11,Video,Hiring Manager,3.7,Proceed,False
INT000470,APP001819,2,2024-08-17,2024-08-17,On-site,Panel,5.0,Proceed,False
INT000471,APP001820,1,2025-09-23,2025-09-23,Video,Hiring Manager,4.4,Proceed,False
INT000472,APP001827,1,2024-09-07,2024-09-07,Video,Hiring Manager,2.6,Reject,False
INT000473,APP001831,1,2024-02-07,2024-02-07,Video,Hiring Manager,4.0,Proceed,False
INT000474,APP001835,1,2024-11-12,2024-11-12,Video,Hiring Manager,3.6,Proceed,False
INT000475,APP001835,2,2024-11-17,2024-11-17,On-site,Panel,3.2,Hold,False
INT000476,APP001838,1,2024-05-11,2024-05-11,Video,Hiring Manager,3.5,Proceed,False
INT000477,APP001840,1,2025-06-03,2025-06-03,On-site,Hiring Manager,2.2,Reject,False
INT000478,APP001847,1,2025-10-03,2025-10-03,Video,Hiring Manager,3.1,Hold,False
INT000479,APP001852,1,2024-04-03,2024-04-03,Phone,Hiring Manager,4.3,Proceed,False
INT000480,APP001853,1,2024-08-28,2024-08-28,Video,Hiring Manager,2.8,Hold,False
INT000481,APP001857,1,2025-07-25,2025-07-25,Video,Hiring Manager,1.0,Reject,False
INT000482,APP001859,1,2024-06-28,2024-06-28,On-site,Hiring Manager,4.1,Proceed,False
INT000483,APP001863,1,2025-03-24,2025-03-24,Video,Hiring Manager,4.1,Proceed,False
INT000484,APP001863,2,2025-03-30,2025-03-30,On-site,Panel,4.4,Proceed,False
INT000485,APP001866,1,2024-09-17,2024-09-17,Video,Hiring Manager,2.6,Reject,False
INT000486,APP001868,1,2025-02-05,2025-02-05,Video,Hiring Manager,3.8,Proceed,False
INT000487,APP001869,1,2025-04-28,2025-04-28,Phone,Hiring Manager,4.7,Proceed,False
INT000488,APP001876,1,2025-03-30,2025-03-30,Video,Hiring Manager,3.6,Proceed,False
INT000489,APP001880,1,2024-11-24,2024-11-24,Video,Hiring Manager,2.7,Reject,False
INT000490,APP001887,1,2025-05-20,2025-05-20,Video,Hiring Manager,4.3,Proceed,False
INT000491,APP001895,1,2024-06-25,2024-06-25,On-site,Hiring Manager,3.5,Proceed,False
INT000492,APP001896,1,2025-01-11,2025-01-11,Phone,Hiring Manager,4.4,Proceed,False
INT000493,APP001902,1,2024-07-03,2024-07-03,Video,Hiring Manager,3.0,Hold,False
INT000494,APP001903,1,2024-11-04,2024-11-04,On-site,Hiring Manager,3.1,Hold,False
INT000495,APP001909,1,2025-11-26,2025-11-26,On-site,Hiring Manager,4.0,Proceed,False
INT000496,APP001912,1,2025-10-10,2025-10-10,Phone,Hiring Manager,3.1,Hold,False
INT000497,APP001913,1,2025-11-03,2025-11-03,Phone,Hiring Manager,3.7,Proceed,False
INT000498,APP001913,2,2025-11-13,2025-11-13,On-site,Panel,4.0,Proceed,False
INT000499,APP001916,1,2024-08-30,2024-08-30,Video,Hiring Manager,2.9,Hold,False
INT000500,APP001917,1,2025-07-14,2025-07-14,Phone,Hiring Manager,3.2,Hold,False
INT000501,APP001921,1,2025-02-10,2025-02-10,On-site,Hiring Manager,3.6,Proceed,False
INT000502,APP001927,1,2024-04-14,2024-04-14,Video,Hiring Manager,2.8,Hold,False
INT000503,APP001928,1,2025-06-04,2025-06-04,Video,Hiring Manager,2.8,Hold,False
INT000504,APP001931,1,2025-12-26,2025-12-26,On-site,Hiring Manager,1.7,Reject,False
INT000505,APP001934,1,2025-09-03,2025-09-03,Video,Hiring Manager,2.5,Reject,False
INT000506,APP001937,1,2025-07-29,2025-07-29,Video,Hiring Manager,2.1,Reject,False
INT000507,APP001940,1,2025-07-19,2025-07-19,Phone,Hiring Manager,4.8,Proceed,False
INT000508,APP001945,1,2025-10-28,2025-10-28,Video,Hiring Manager,4.2,Proceed,False
INT000509,APP001952,1,2025-08-17,2025-08-17,Phone,Hiring Manager,3.1,Hold,False
INT000510,APP001953,1,2025-12-23,2025-12-23,On-site,Hiring Manager,2.2,Reject,False
INT000511,APP001960,1,2025-12-30,2025-12-30,Video,Hiring Manager,2.4,Reject,False
INT000512,APP001963,1,2025-09-17,2025-09-17,On-site,Hiring Manager,4.4,Proceed,False
INT000513,APP001973,1,2024-10-17,2024-10-17,Video,Hiring Manager,2.5,Reject,False
INT000514,APP001977,1,2024-11-30,2024-11-30,On-site,Hiring Manager,3.5,Proceed,False
INT000515,APP001988,1,2024-11-21,2024-11-21,Phone,Hiring Manager,2.9,Hold,False
INT000516,APP001989,1,2024-04-19,2024-04-19,Video,Hiring Manager,3.1,Hold,False
INT000517,APP001989,2,2024-04-26,2024-04-26,On-site,Panel,2.9,Hold,False
INT000518,APP001990,1,2025-05-12,2025-05-12,Video,Hiring Manager,3.6,Proceed,False
INT000519,APP001992,1,2025-07-21,2025-07-21,On-site,Hiring Manager,4.9,Proceed,False
INT000520,APP001993,1,2024-09-18,2024-09-18,On-site,Hiring Manager,2.2,Reject,False
INT000521,APP002001,1,2025-07-29,2025-07-29,Phone,Hiring Manager,2.3,Reject,False
INT000522,APP002007,1,2025-01-01,2025-01-01,Video,Hiring Manager,1.0,Reject,False
INT000523,APP002009,1,2025-01-14,2025-01-14,On-site,Hiring Manager,1.7,Reject,False
INT000524,APP002013,1,2024-03-04,2024-03-04,Video,Hiring Manager,3.5,Proceed,False
INT000525,APP002014,1,2024-02-15,2024-02-15,Video,Hiring Manager,2.7,Reject,False
INT000526,APP002014,2,2024-02-24,2024-02-24,On-site,Panel,2.6,Hold,False
INT000527,APP002017,1,2024-03-29,2024-03-29,Video,Hiring Manager,4.5,Proceed,False
INT000528,APP002017,2,2024-04-07,2024-04-07,On-site,Panel,3.9,Proceed,False
INT000529,APP002019,1,2025-08-06,2025-08-06,Video,Hiring Manager,1.7,Reject,False
INT000530,APP002027,1,2024-05-30,2024-05-30,On-site,Hiring Manager,3.2,Hold,False
INT000531,APP002030,1,2024-04-26,2024-04-26,Video,Hiring Manager,3.8,Proceed,False
INT000532,APP002032,1,2024-08-11,2024-08-11,On-site,Hiring Manager,3.1,Hold,False
INT000533,APP002033,1,2025-02-03,2025-02-03,Video,Hiring Manager,4.8,Proceed,False
INT000534,APP002034,1,2025-09-27,2025-09-27,Video,Hiring Manager,3.4,Proceed,False
INT000535,APP002045,1,2025-08-03,2025-07-21,Video,Hiring Manager,3.0,Hold,False
INT000536,APP002053,1,2025-07-18,2025-07-18,Video,Hiring Manager,4.0,Proceed,False
INT000537,APP002054,1,2024-04-08,2024-04-08,Video,Hiring Manager,2.2,Reject,False
INT000538,APP002058,1,2025-12-28,2025-12-28,Video,Hiring Manager,3.6,Proceed,False
INT000539,APP002059,1,2025-01-28,2025-01-28,Video,Hiring Manager,2.5,Reject,False
INT000540,APP002060,1,2025-02-17,2025-02-17,Video,Hiring Manager,3.3,Hold,False
INT000541,APP002061,1,2024-04-08,2024-04-08,Video,Hiring Manager,2.3,Reject,False
INT000542,APP002063,1,2025-06-06,2025-06-06,Video,Hiring Manager,3.2,Hold,False
INT000543,APP002064,1,2024-09-24,2024-09-24,On-site,Hiring Manager,4.0,Proceed,False
INT000544,APP002066,1,2025-10-27,2025-10-27,Video,Hiring Manager,3.4,Proceed,False
INT000545,APP002067,1,2024-02-22,2024-02-22,Video,Hiring Manager,3.1,Hold,False
INT000546,APP002076,1,2024-12-23,2024-12-23,On-site,Hiring Manager,3.7,Proceed,False
INT000547,APP002076,2,2024-12-27,2024-12-27,On-site,Panel,3.4,Proceed,False
INT000548,APP002078,1,2025-04-26,2025-04-26,On-site,Hiring Manager,2.8,Hold,False
INT000549,APP002080,1,2025-08-15,2025-08-15,Video,Hiring Manager,3.7,Proceed,False
INT000550,APP002083,1,2024-03-12,2024-03-12,Video,Hiring Manager,1.9,Reject,False
